0,0
0.1,0.958179
0.2,1.87557
0.3,2.75348
0.4,3.59316
0.5,4.39586
0.6,5.16275
0.7,5.89502
0.8,6.59377
0.9,7.2601
1,7.89509
1.1,8.49976
1.2,9.07511
1.3,9.62212
1.4,10.1417
1.5,10.6349
1.6,11.1024
1.7,11.5452
1.8,11.9642
1.9,12.3601
2,12.7337
2.1,13.0858
2.2,13.4172
2.3,13.7285
2.4,14.0205
2.5,14.2938
2.6,14.5492
2.7,14.7872
2.8,15.0085
2.9,15.2136
3,15.4033
3.1,15.5779
3.2,15.7382
3.3,15.8846
3.4,16.0176
3.5,16.1378
3.6,16.2456
3.7,16.3414
3.8,16.4259
3.9,16.4993
4,16.5622
4.1,16.615
4.2,16.658
4.3,16.6916
4.4,16.7162
4.5,16.7323
4.6,16.7401
4.7,16.7399
4.8,16.7322
4.9,16.7173
5,16.6954
5.1,16.6668
5.2,16.6319
5.3,16.591
5.4,16.5442
5.5,16.492
5.6,16.4344
5.7,16.3719
5.8,16.3045
5.9,16.2326
6,16.1564
6.1,16.0761
6.2,15.9918
6.3,15.9039
6.4,15.8125
6.5,15.7178
6.6,15.6199
6.7,15.5191
6.8,15.4154
6.9,15.3092
7,15.2005
7.1,15.0895
7.2,14.9764
7.3,14.8612
7.4,14.7441
7.5,14.6253
7.6,14.5049
7.7,14.383
7.8,14.2597
7.9,14.1351
8,14.0094
8.1,13.8826
8.2,13.7548
8.3,13.6262
8.4,13.4969
8.5,13.3669
8.6,13.2363
8.7,13.1052
8.8,12.9737
8.9,12.8419
9,12.7098
9.1,12.5775
9.2,12.445
9.3,12.3126
9.4,12.1801
9.5,12.0477
9.6,11.9154
9.7,11.7832
9.8,11.6513
9.9,11.5197
10,11.3884
10.1,11.2575
10.2,11.127
10.3,10.9969
10.4,10.8673
10.5,10.7383
10.6,10.6098
10.7,10.482
10.8,10.3548
10.9,10.2282
11,10.1024
11.1,9.97722
11.2,9.85284
11.3,9.72923
11.4,9.60642
11.5,9.48443
11.6,9.36328
11.7,9.243
11.8,9.12359
11.9,9.00508
12,8.88748
12.1,8.7708
12.2,8.65507
12.3,8.54029
12.4,8.42647
12.5,8.31363
12.6,8.20178
12.7,8.09092
12.8,7.98107
12.9,7.87222
13,7.7644
13.1,7.6576
13.2,7.55182
13.3,7.44708
13.4,7.34338
13.5,7.24072
13.6,7.1391
13.7,7.03853
13.8,6.93901
13.9,6.84053
14,6.7431
14.1,6.64672
14.2,6.55139
14.3,6.45711
14.4,6.36387
14.5,6.27167
14.6,6.18052
14.7,6.0904
14.8,6.00133
14.9,5.91328
15,5.82627
15.1,5.74027
15.2,5.65531
15.3,5.57135
15.4,5.48841
15.5,5.40648
15.6,5.32554
15.7,5.24561
15.8,5.16666
15.9,5.0887
16,5.01171
